year,jn_code,hybrid_oa_articles,articles,journal_title,e_issn,oa_mode
2017,AND,2,192,Andrologia,1439-0272,hybrid oa
2017,ANDR,4,153,Andrology,2047-2927,hybrid oa
2017,ANE,5,163,Acta Neurologica Scandinavica,1600-0404,hybrid oa
2017,ANGE,224,3263,Angewandte Chemie,1521-3757,hybrid oa
2017,ANIE,227,3260,Angewandte Chemie International Edition,1521-3773,hybrid oa
2017,ANS,1,475,ANZ Journal of Surgery,1445-2197,hybrid oa
2017,ANTH,1,63,Anthropology Today,1467-8322,hybrid oa
2017,ANTI,5,72,Antipode,1467-8330,hybrid oa
2017,ANZF,1,78,Australian and New Zealand Journal of Family Therapy,1467-8438,hybrid oa
2017,ANZS,2,35,Australian & New Zealand Journal of Statistics,1467-842X,hybrid oa
2017,AOC,1,513,Applied Organometallic Chemistry,1099-0739,hybrid oa
2017,AOCS,5,115,Journal of The American Oil Chemists' Society,1558-9331,hybrid oa
2017,AOGS,12,217,Acta Obstetricia et Gynecologica Scandinavica,1600-0412,hybrid oa
2017,AOR,1,200,Artificial Organs,1525-1594,hybrid oa
2017,AORN,1,311,AORN Journal,1878-0369,hybrid oa
2017,AOS,16,1020,Acta Ophthalmologica,1755-3768,hybrid oa
2017,APA,17,502,Acta Paediatrica: Nurturing the Child,1651-2227,hybrid oa
2017,APHA,4,179,Acta Physiologica,1748-1716,hybrid oa
2017,APHW,1,20,Applied Psychology: Health and Well-Being,1758-0854,hybrid oa
2017,APL,4,247,International Journal of Rheumatic Diseases,1756-185X,hybrid oa
2017,APM,3,154,APMIS,1600-0463,hybrid oa
2017,APP,5,1458,Journal of Applied Polymer Science,1097-4628,hybrid oa
2017,APPY,1,37,Asia-Pacific Psychiatry,1758-5872,hybrid oa
2017,APT,18,537,Alimentary Pharmacology & Therapeutics,1365-2036,hybrid oa
2017,APV,1,32,Asia Pacific Viewpoint,1467-8373,hybrid oa
2017,AQC,4,139,Aquatic Conservation: Marine and Freshwater Ecosystems,1099-0755,hybrid oa
2017,AR,5,207,The Anatomical Record,1932-8494,hybrid oa
2017,AREA,7,92,Area,1475-4762,hybrid oa
2017,ARP,3,26,Archaeological Prospection,1099-0763,hybrid oa
2017,ART,37,394,Arthritis & Rheumatology,2326-5205,hybrid oa
2017,ASES,2,103,Asian Journal of Endoscopic Surgery,1758-5910,hybrid oa
2017,ASI,5,211,Journal of the Association for Information Science and Technology,2330-1643,hybrid oa
2017,ASIA,3,467,Chemistry - An Asian Journal,1861-471X,hybrid oa
2017,ASMB,1,66,Applied Stochastic Models in Business and Industry,1526-4025,hybrid oa
2017,AUR,11,178,Autism Research,1939-3806,hybrid oa
2017,AVJ,1,134,Australian Veterinary Journal,1751-0813,hybrid oa
2017,AVSC,1,54,Applied Vegetation Science,1654-109X,hybrid oa
2017,AYA,5,1926,Acta Crystallographica Section A: Foundations and Advances,2053-2733,hybrid oa
2017,AYB,8,134,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",2052-5206,hybrid oa
2017,AYC,3,179,Acta Crystallographica Section C: Structural Chemistry,2053-2296,hybrid oa
2017,AYD,55,104,Acta Crystallographica Section D: Structural Biology,2059-7983,hybrid oa
2017,AYF,23,109,Acta crystallographica Section F Structural Biology Communications,2053-230X,hybrid oa
2017,BAB,1,114,Biotechnology and Applied Biochemistry,1470-8744,hybrid oa
2017,BBB,9,105,"Biofuels, Bioproducts and Biorefining",1932-1031,hybrid oa
2017,BCP,36,288,British Journal of Clinical Pharmacology,1365-2125,hybrid oa
2017,BCPT,11,219,Basic & Clinical Pharmacology & Toxicology,1742-7843,hybrid oa
2017,BDD,4,66,Biopharmaceutics & Drug Disposition,1099-081X,hybrid oa
2017,BDI,4,160,Bipolar Disorders,1399-5618,hybrid oa
2017,BDM,5,68,Journal of Behavioral Decision Making,1099-0771,hybrid oa
2017,BEER,1,37,Business Ethics: A European Review,1467-8608,hybrid oa
2017,BEM,1,74,Bioelectromagnetics,1521-186X,hybrid oa
2017,BERJ,9,60,British Educational Research Journal,1469-3518,hybrid oa
2017,BIES,25,230,BioEssays,1521-1878,hybrid oa
2017,BIMJ,5,120,Biometrical Journal,1521-4036,hybrid oa
2017,BIO,1,176,Luminescence: The Journal of Biological and Chemical Luminescence,1522-7243,hybrid oa
2017,BIOE,9,95,Bioethics,1467-8519,hybrid oa
2017,BIOF,2,66,BioFactors,1872-8081,hybrid oa
2017,BIOM,11,205,Biometrics,1541-0420,hybrid oa
2017,BIOT,25,254,Biotechnology Journal,1860-7314,hybrid oa
2017,BIP,5,104,Biopolymers,1097-0282,hybrid oa
2017,BIRT,3,62,Birth,1523-536X,hybrid oa
2017,BIT,24,308,Biotechnology and Bioengineering,1097-0290,hybrid oa
2017,BJC,2,38,British Journal of Clinical Psychology,2044-8260,hybrid oa
2017,BJDP,4,56,British Journal of Developmental Psychology,2044-835X,hybrid oa
2017,BJEP,1,62,British Journal of Education Psychology,2044-8279,hybrid oa
2017,BJET,1,60,British Journal of Educational Technology,1467-8535,hybrid oa
2017,BJH,20,582,British Journal of Haematology,1365-2141,hybrid oa
2017,BJHP,11,61,British Journal of Health Psychology,2044-8287,hybrid oa
2017,BJOM,2,65,British Journal of Management,1467-8551,hybrid oa
2017,BJOP,3,49,British Journal of Psychology,2044-8295,hybrid oa
2017,BJU,7,355,BJU International,1464-410X,hybrid oa
2017,BLAR,1,105,Bulletin of Latin American Research,1470-9856,hybrid oa
2017,BLD,2,31,British Journal of Learning Disabilities,1468-3156,hybrid oa
2017,BMB,1,73,Biochemistry and Molecular Biology Education,1539-3429,hybrid oa
2017,BMSP,2,40,British Journal of Mathematical and Statistical Psychology,2044-8317,hybrid oa
2017,BOC,2,49,Biology of the Cell,1768-322X,hybrid oa
2017,BPA,13,117,Brain Pathology,1750-3639,hybrid oa
2017,BPH,43,417,British Journal of Pharmacology,1476-5381,hybrid oa
2017,BRE,6,46,Basin Research,1365-2117,hybrid oa
2017,BRV,16,70,Biological Reviews,1469-185X,hybrid oa
2017,BTP,2,110,Biotropica,1744-7429,hybrid oa
2017,BTPR,16,180,Biotechnology Progress,1520-6033,hybrid oa
2017,CA,4,221,Clinical Anatomy,1098-2353,hybrid oa
2017,CAD,1,39,New Directions for Child and Adolescent Development,1534-8687,hybrid oa
2017,CAG,2,99,The Canadian Geographer/Le Geographe Canadien,1541-0064,hybrid oa
2017,CAIM,1,49,Creativity and Innovation Management,1467-8691,hybrid oa
2017,CAMH,7,49,Child and Adolescent Mental Health,1475-3588,hybrid oa
2017,CAPA,1,45,Canadian Public Administration/AdministrationPublique du Canada,1754-7121,hybrid oa
2017,CAPP,2,81,Criminology and Public Policy,1745-9133,hybrid oa
2017,CAPR,2,49,Counselling and Psychotherapy Research,1746-1405,hybrid oa
2017,CARS,1,41,Canadian Review of Sociology/Revue canadienne de sociologie,1755-618X,hybrid oa
2017,CBDD,4,251,Chemical Biology & Drug Design,1747-0285,hybrid oa
2017,CBDV,3,255,Chemistry & Biodiversity,1612-1880,hybrid oa
2017,CBEN,2,45,ChemBioEng Reviews,2196-9744,hybrid oa
2017,CBF,4,72,Cell Biochemistry & Function,1099-0844,hybrid oa
2017,CBIC,27,402,ChemBioChem,1439-7633,hybrid oa
2017,CBIN,8,199,Cell Biology International,1095-8355,hybrid oa
2017,CBM,1,44,Criminal Behaviour and Mental Health,1471-2857,hybrid oa
2017,CCD,7,566,Catheterization and Cardiovascular Interventions,1522-726X,hybrid oa
2017,CCH,7,105,"Child: Care, Health and Development",1365-2214,hybrid oa
2017,CCTC,18,692,ChemCatChem,1867-3899,hybrid oa
2017,CDEV,14,309,Child Development,1467-8624,hybrid oa
2017,CDOE,4,78,Community Dentistry and Oral Epidemiology,1600-0528,hybrid oa
2017,CEA,16,201,Clinical & Experimental Allergy,1365-2222,hybrid oa
2017,CEAT,2,340,Chemical Engineering & Technology,1521-4125,hybrid oa
2017,CED,1,341,Clinical and Experimental Dermatology,1365-2230,hybrid oa
2017,CEI,8,172,Clinical & Experimental Immunology,1365-2249,hybrid oa
2017,CELC,8,547,ChemElectroChem,2196-0216,hybrid oa
2017,CEM,2,120,Journal of Chemometrics,1099-128X,hybrid oa
2017,CEN,9,234,Clinical Endocrinology,1365-2265,hybrid oa
2017,CEN3,4,86,Clinical and Experimental Neuroimmunology,1759-1961,hybrid oa
2017,CEO,4,249,Clinical & Experimental Ophthalmology,1442-9071,hybrid oa
2017,CEP,9,210,Clinical and Experimental Pharmacology and Physiology,1440-1681,hybrid oa
2017,CFS,3,78,Child & Family Social Work,1365-2206,hybrid oa
2017,CGA,3,80,Congenital Anomalies,1741-4520,hybrid oa
2017,CGE,11,224,Clinical Genetics,1399-0004,hybrid oa
2017,CGF,1,236,Computer Graphics Forum,1467-8659,hybrid oa
2017,CHD,2,124,Congenital Heart Disease,1747-0803,hybrid oa
2017,CHEM,108,2923,Chemistry - A European Journal,1521-3765,hybrid oa
2017,CHSO,2,55,Children & Society,1099-0860,hybrid oa
2017,CID,3,107,Clinical Implant Dentistry and Related Research,1708-8208,hybrid oa
2017,CITE,3,250,Chemie-Ingenieur-Technik (CIT),1522-2640,hybrid oa
2017,CLA,2,39,Cladistics,1096-0031,hybrid oa
2017,CLR,2,695,Clinical Oral Implants Research,1600-0501,hybrid oa
2017,CM,4,78,Cytoskeleton,1949-3592,hybrid oa
2017,CMDC,14,282,ChemMedChem,1860-7187,hybrid oa
2017,CMI,10,105,Cellular Microbiology,1462-5822,hybrid oa
2017,CNCR,19,684,Cancer,1097-0142,hybrid oa
2017,CNCY,1,150,Cancer Cytopathology,1934-6638,hybrid oa
2017,CNE,11,231,The Journal of Comparative Neurology,1096-9861,hybrid oa
2017,CNM,7,99,International Journal for Numerical Methods in Biomedical Engineering,2040-7947,hybrid oa
2017,CNMA,2,153,CHEMNANOMAT,2199-692X,hybrid oa
2017,COA,16,240,Clinical Otolaryngology,1749-4486,hybrid oa
2017,COB,4,59,Clinical Obesity,1758-8111,hybrid oa
2017,COBI,30,181,Conservation Biology,1523-1739,hybrid oa
2017,COD,4,210,Contact Dermatitis,1600-0536,hybrid oa
2017,CODI,10,393,Colorectal Disease,1463-1318,hybrid oa
2017,COEP,2,61,Contemporary Economic Policy,1465-7287,hybrid oa
2017,COGS,12,95,Cognitive Science - A Multidisciplinary Journal,1551-6709,hybrid oa
2017,COL,4,89,Color Research and Application,1520-6378,hybrid oa
2017,CONS,1,73,Constellations,1467-8675,hybrid oa
2017,COTE,1,66,Coloration Technology,1478-4408,hybrid oa
2017,CPA,1,65,Communications on Pure and Applied Mathematics,1097-0312,hybrid oa
2017,CPDD,27,107,Clinical Pharmacology in Drug Development,2160-7648,hybrid oa
2017,CPE,6,354,Concurrency and Computation: Practice and Experience,1532-0634,hybrid oa
2017,CPF,9,90,Clinical Physiology and Functional Imaging,1475-097X,hybrid oa
2017,CPHC,21,527,ChemPhysChem,1439-7641,hybrid oa
2017,CPLU,1,165,ChemPlusChem,2192-6506,hybrid oa
2017,CPP,2,99,Clinical Psychology & Psychotherapy,1099-0879,hybrid oa
2017,CPT,56,372,Clinical Pharmacology & Therapeutics,1532-6535,hybrid oa
2017,CPTC,3,125,ChemPhotoChem,2367-0932,hybrid oa
2017,CRIM,2,41,Criminology,1745-9125,hybrid oa
2017,CRIQ,1,72,Critical Quarterly,1467-8705,hybrid oa
2017,CRJ,5,150,The Clinical Respiratory Journal,1752-699X,hybrid oa
2017,CSR,3,74,Corporate Social Responsibility and EnvironmentalManagement,1535-3966,hybrid oa
2017,CSSC,37,623,ChemSusChem,1864-564X,hybrid oa
2017,CTA,1,131,International Journal of Circuit Theory & Applications,1097-007X,hybrid oa
2017,CTR,8,283,Clinical Transplantation,1399-0012,hybrid oa
2017,CUAG,2,25,"Culture, Agriculture, Food and Environment",2153-9561,hybrid oa
2017,CURJ,1,40,The Curriculum Journal,1469-3704,hybrid oa
2017,CXO,5,148,Clinical and Experimental Optometry,1444-0938,hybrid oa
2017,CYT,3,103,Cytopathology,1365-2303,hybrid oa
2017,CYTB,8,234,Cytometry Part A,1552-4930,hybrid oa
2017,DA,2,135,Depression and Anxiety,1520-6394,hybrid oa
2017,DAC,4,242,International Journal of Communication Systems,1099-1131,hybrid oa
2017,DAR,8,156,Drug and Alcohol Review,1465-3362,hybrid oa
2017,DC,4,245,Diagnostic Cytopathology,1097-0339,hybrid oa
2017,DDR,1,50,Drug Development Research,1098-2299,hybrid oa
2017,DECH,7,89,Development and Change,1467-7660,hybrid oa
2017,DEN,2,224,Digestive Endoscopy,1443-1661,hybrid oa
2017,DESC,11,125,Developmental Science,1467-7687,hybrid oa
2017,DEV,3,103,Developmental Psychobiology,1098-2302,hybrid oa
2017,DEWB,5,42,Developing World Bioethics,1471-8847,hybrid oa
2017,DGD,4,82,"Development, Growth & Differentiation",1440-169X,hybrid oa
2017,DISA,1,47,Disasters,1467-7717,hybrid oa
2017,DMCN,8,474,Developmental Medicine & Child Neurology,1469-8749,hybrid oa
2017,DME,30,330,Diabetic Medicine,1464-5491,hybrid oa
2017,DMRR,2,97,Diabetes/Metabolism Research and Reviews,1520-7560,hybrid oa
2017,DNEU,6,105,Developmental Neurobiology,1932-846X,hybrid oa
2017,DOM,89,337,"Diabetes, Obesity and Metabolism",1463-1326,hybrid oa
2017,DPR,6,88,Development Policy Review,1467-7679,hybrid oa
2017,DTA,1,202,Drug Testing and Analysis,1942-7611,hybrid oa
2017,DVDY,4,136,Developmental Dynamics,1097-0177,hybrid oa
2017,DVG,2,93,Genesis: The Journal of Genetics and Development,1526-968X,hybrid oa
2017,DYS,2,31,Dyslexia,1099-0909,hybrid oa
2017,EAP,4,213,Ecological Applications,1939-5582,hybrid oa
2017,EAT,2,159,International Journal of Eating Disorders,1098-108X,hybrid oa
2017,ECC,9,169,European Journal of Cancer Care,1365-2354,hybrid oa
2017,ECHO,1,365,Echocardiography,1540-8175,hybrid oa
2017,ECI,4,138,European Journal of Clinical Investigation,1365-2362,hybrid oa
2017,ECIN,3,119,Economic Inquiry,1465-7295,hybrid oa
2017,ECM,1,44,Ecological Monographs,1557-7015,hybrid oa
2017,ECO,7,127,Ecohydrology,1936-0592,hybrid oa
2017,ECOG,6,147,Ecography,1600-0587,hybrid oa
2017,ECOR,4,74,Economic Record,1475-4932,hybrid oa
2017,ECOT,1,28,Economics of Transition and Institutional Change,1468-0351,hybrid oa
2017,ECY,7,451,Ecology,1939-9170,hybrid oa
2017,EDE,2,30,Evolution & Development,1525-142X,hybrid oa
2017,EEA,4,113,Entomologia Experimentalis et Applicata,1570-7458,hybrid oa
2017,EEN,6,117,Ecological Entomology,1365-2311,hybrid oa
2017,EET,5,54,Environmental Policy and Governance,1756-9338,hybrid oa
2017,EFF,3,62,Ecology of Freshwater Fish,1600-0633,hybrid oa
2017,EFP,1,77,Forest Pathology,1439-0329,hybrid oa
2017,EIP,6,130,Early Intervention in Psychiatry,1751-7893,hybrid oa
2017,EJED,3,52,European Journal of Education,1465-3435,hybrid oa
2017,EJH,10,176,European Journal of Haematology,1600-0609,hybrid oa
2017,EJHF,13,361,European Journal of Heart Failure,1879-0844,hybrid oa
2017,EJI,26,283,European Journal of Immunology,1521-4141,hybrid oa
2017,EJIC,6,755,European Journal of Inorganic Chemistry,1099-0682,hybrid oa
2017,EJN,29,309,European Journal of Neuroscience,1460-9568,hybrid oa
2017,EJOC,11,899,European Journal of Organic Chemistry,1099-0690,hybrid oa
2017,EJOP,4,113,European Journal of Philosophy,1468-0378,hybrid oa
2017,EJP,11,185,European Journal of Pain,1532-2149,hybrid oa
2017,EJPR,9,68,European Journal of Political Research,1475-6765,hybrid oa
2017,EJSP,1,118,European Journal of Social Psychology,1099-0992,hybrid oa
2017,EJSS,15,109,European Journal of Soil Science,1365-2389,hybrid oa
2017,ELE,26,179,Ecology Letters,1461-0248,hybrid oa
2017,ELPS,3,420,ELECTROPHORESIS,1522-2683,hybrid oa
2017,EM,7,99,Environmental and Molecular Mutagenesis,1098-2280,hybrid oa
2017,EMBJ,73,274,The EMBO Journal,1460-2075,hybrid oa
2017,EMBR,36,224,EMBO Reports,1469-3178,hybrid oa
2017,EMED,4,63,Early Medieval Europe,1468-0254,hybrid oa
2017,EMI,56,410,Environmental Microbiology,1462-2920,hybrid oa
2017,EMI4,6,107,Environmental Microbiology Reports,1758-2229,hybrid oa
2017,EMM,1,191,Emergency Medicine Australasia,1742-6723,hybrid oa
2017,EMRE,3,59,European Management Review,1740-4762,hybrid oa
2017,ENE,12,276,European Journal of Neurology,1468-1331,hybrid oa
2017,ENR,1,69,Entomological Research,1748-5967,hybrid oa
2017,ENS,1,70,Entomological Science,1479-8298,hybrid oa
2017,ENTE,11,268,Energy Technology,2194-4296,hybrid oa
2017,EOS,4,73,European Journal of Oral Sciences,1600-0722,hybrid oa
2017,EP,1,332,Environmental Progress & Sustainable Energy,1944-7450,hybrid oa
2017,EPDY,3,39,European Journal of Political Research Political Data Yearbook,2047-8852,hybrid oa
2017,EPH,6,190,Experimental Physiology,1469-445X,hybrid oa
2017,EPI,17,345,Epilepsia,1528-1167,hybrid oa
2017,EQE,1,154,Earthquake Engineering & Structural Dynamics,1096-9845,hybrid oa
2017,ER,3,259,International Journal of Energy Research,1099-114X,hybrid oa
2017,ERE,19,125,Ecological Research,1440-1703,hybrid oa
2017,ESP,19,207,Earth Surface Processes and Landforms,1096-9837,hybrid oa
2017,ETC,13,323,Environmental Toxicology and Chemistry,1552-8618,hybrid oa
2017,ETEP,1,194,International Transactions on Electrical Energy Systems,2050-7038,hybrid oa
2017,ETH,3,120,Ethology,1439-0310,hybrid oa
2017,ETT,1,122,Transactions on Emerging Telecommunications Technologies,2161-3915,hybrid oa
2017,EUFM,1,46,European Financial Management,1468-036X,hybrid oa
2017,EULJ,1,40,European Law Journal,1468-0386,hybrid oa
2017,EVAN,1,56,Evolutionary Anthropology,1520-6505,hybrid oa
2017,EVE,1,259,Equine Veterinary Education,2042-3292,hybrid oa
2017,EVJ,7,188,Equine Veterinary Journal,2042-3306,hybrid oa
2017,EVO,22,259,Evolution,1558-5646,hybrid oa
2017,EXD,13,281,Experimental Dermatology,1600-0625,hybrid oa
2017,FAAM,1,35,Financial Accountability & Management,1468-0408,hybrid oa
2017,FAF,8,66,Fish and Fisheries,1467-2979,hybrid oa
2017,FAMP,1,64,Family Process,1545-5300,hybrid oa
2017,FCP,1,82,Fundamental & Clinical Pharmacology,1472-8206,hybrid oa
2017,FEB2,40,415,FEBS Letters,1873-3468,hybrid oa
2017,FEBS,32,382,The FEBS Journal,1742-4658,hybrid oa
2017,FEC,19,215,Functional Ecology,1365-2435,hybrid oa
2017,FFE,2,194,Fatigue & Fracture of Engineering Materials & Structures,1460-2695,hybrid oa
2017,FFJ,3,66,Flavour and Fragrance Journal,1099-1026,hybrid oa
2017,FIMA,1,36,Financial Management,1755-053X,hybrid oa
2017,FISC,7,36,Fiscal Studies,1475-5890,hybrid oa
2017,FLD,3,123,International Journal for Numerical Methods in Fluids,1097-0363,hybrid oa
2017,FME,3,62,Fisheries Management and Ecology,1365-2400,hybrid oa
2017,FOG,4,53,Fisheries Oceanography,1365-2419,hybrid oa
2017,FUCE,2,96,Fuel Cells,1615-6854,hybrid oa
2017,FWB,4,163,Freshwater Biology,1365-2427,hybrid oa
2017,GBB,8,79,"Genes, Brain and Behavior",1601-183X,hybrid oa
2017,GBC,16,112,Global Biogeochemical Cycles,1944-9224,hybrid oa
2017,GBI,6,46,Geobiology,1472-4669,hybrid oa
2017,GCB,42,432,Global Change Biology,1365-2486,hybrid oa
2017,GCC,6,86,"Genes, Chromosomes and Cancer",1098-2264,hybrid oa
2017,GEA,4,63,Geoarchaeology,1520-6548,hybrid oa
2017,GEB,11,131,Global Ecology and Biogeography,1466-8238,hybrid oa
2017,GEC3,1,59,Geography Compass (Electronic),1749-8198,hybrid oa
2017,GEOJ,3,40,The Geographical Journal,1475-4959,hybrid oa
2017,GEPI,7,76,Genetic Epidemiology,1098-2272,hybrid oa
2017,GER,2,56,Gerodontology,1741-2358,hybrid oa
2017,GERE,1,66,Geographical Review,1931-0846,hybrid oa
2017,GFS,3,68,Grass and Forage Science,1365-2494,hybrid oa
2017,GGGE,24,269,"Geochemistry, Geophysics, Geosystems",1525-2027,hybrid oa
2017,GGI,6,312,Geriatrics & Gerontology International,1447-0594,hybrid oa
2017,GGR,2,44,Geostandards & Geoanalytical Research,1751-908X,hybrid oa
2017,GHG,2,93,Greenhouse Gases: Science and Technology,2152-3878,hybrid oa
2017,GJ,1,226,Geological Journal,1099-1034,hybrid oa
2017,GLIA,19,184,Glia,1098-1136,hybrid oa
2017,GLOB,5,32,Global Networks,1471-0374,hybrid oa
2017,GOVE,2,63,Governance,1468-0491,hybrid oa
2017,GPOL,4,138,Global Policy,1758-5899,hybrid oa
2017,GPS,8,186,International Journal of Geriatric Psychiatry,1099-1166,hybrid oa
2017,GRL,207,1434,Geophysical Research Letters,1944-8007,hybrid oa
2017,GTC,8,92,Genes to Cells,1365-2443,hybrid oa
2017,GWAO,3,53,"Gender, Work & Organisation",1468-0432,hybrid oa
2017,GWAT,2,135,Groundwater,1745-6584,hybrid oa
2017,GWMR,5,58,Groundwater Monitoring & Remediation,1745-6592,hybrid oa
2017,HAE,20,246,Haemophilia,1365-2516,hybrid oa
2017,HAST,19,138,Hastings Center Report,1552-146X,hybrid oa
2017,HDI,3,104,Hemodialysis International,1542-4758,hybrid oa
2017,HEAD,4,226,Headache: The Journal of Head and Face Pain,1526-4610,hybrid oa
2017,HEC,28,166,Health Economics,1099-1050,hybrid oa
2017,HED,5,372,Head & Neck,1097-0347,hybrid oa
2017,HEL,5,87,Helicobacter,1523-5378,hybrid oa
2017,HEP,27,568,Hepatology,1527-3350,hybrid oa
2017,HEPR,8,145,Hepatology Research,1872-034X,hybrid oa
2017,HEQU,1,39,Higher Education Quarterly,1468-2273,hybrid oa
2017,HER,3,179,The Economic History Review,1468-0289,hybrid oa
2017,HESR,2,175,Health Services Research,1475-6773,hybrid oa
2017,HIC3,3,81,History Compass,1478-0542,hybrid oa
2017,HIPO,13,134,Hippocampus,1098-1063,hybrid oa
2017,HIR,1,35,Health Information and Libraries Journal,1471-1842,hybrid oa
2017,HIS,4,291,Histopathology,1365-2559,hybrid oa
2017,HISR,3,48,Historical Research,1468-2281,hybrid oa
2017,HIST,1,196,History,1468-229X,hybrid oa
2017,HIV,12,104,HIV Medicine,1468-1293,hybrid oa
2017,HLCA,1,59,Helvetica Chimica Acta,1522-2675,hybrid oa
2017,HOJO,1,53,The Howard Journal of Crime and Justice,2059-1101,hybrid oa
2017,HON,4,611,Hematological Oncology,1099-1069,hybrid oa
2017,HPJA,3,31,Health Promotion Journal of Australia,2201-1617,hybrid oa
2017,HPM,7,81,The International Journal of Health Planning and Management,1099-1751,hybrid oa
2017,HRM,3,70,Human Resource Management,1099-050X,hybrid oa
2017,HRMJ,3,51,Human Resource Management Journal,1748-8583,hybrid oa
2017,HSC,13,112,Health and Social Care in the Community,1365-2524,hybrid oa
2017,HUMU,28,229,Human Mutation,1098-1004,hybrid oa
2017,HUP,5,79,Human Psychopharmacology: Clinical and Experimental,1099-1077,hybrid oa
2017,HYP,14,326,Hydrological Processes,1099-1085,hybrid oa
2017,IAR,3,69,Island Arc,1440-1738,hybrid oa
2017,IBI,4,120,Ibis,1474-919X,hybrid oa
2017,ICAD,1,67,Insect Conservation and Diversity,1752-4598,hybrid oa
2017,ICD,1,58,Infant and Child Development,1522-7219,hybrid oa
2017,ICS,6,54,International Journal of Cosmetic Science,1468-2494,hybrid oa
2017,IDH,1,61,International Journal of Dental Hygiene,1601-5037,hybrid oa
2017,IDJ,1,74,International Dental Journal,1875-595X,hybrid oa
2017,IEAM,25,129,Integrated Environmental Assessment and Management,1551-3793,hybrid oa
2017,IEJ,2,149,International Endodontic Journal,1365-2591,hybrid oa
2017,IEP,1,42,International Journal of Experimental Pathology,1365-2613,hybrid oa
2017,IJAC,2,211,International Journal of Applied Ceramic Technology,1744-7402,hybrid oa
2017,IJAG,8,70,International Journal of Applied Glass Science,2041-1294,hybrid oa
2017,IJAU,2,24,International Journal of Auditing,1099-1123,hybrid oa
2017,IJC,45,666,International Journal of Cancer,1097-0215,hybrid oa
2017,IJCP,18,131,International Journal of Clinical Practice,1742-1241,hybrid oa
2017,IJCS,1,78,International Journal of Consumer Studies,1470-6431,hybrid oa
2017,IJD,1,397,International Journal of Dermatology,1365-4632,hybrid oa
2017,IJFE,1,30,International Journal of Finance & Economics,1099-1158,hybrid oa
2017,IJFS,2,365,International Journal of Food Science & Technology,1365-2621,hybrid oa
2017,IJGO,21,338,International Journal of Gynecology &Obstetrics,1879-3479,hybrid oa
2017,IJLH,2,153,International Journal of Laboratory Hematology,1751-553X,hybrid oa
2017,IJMR,5,36,International Journal of Management Reviews,1468-2370,hybrid oa
2017,IJN,3,111,International Journal of Nursing Practice,1440-172X,hybrid oa
2017,IJOP,1,57,International Journal of Psychology,1464-066X,hybrid oa
2017,IJPO,5,45,Pediatric Obesity,2047-6310,hybrid oa
2017,IJPP,6,88,International Journal of Pharmacy Practice,2042-7174,hybrid oa
2017,IJU,4,238,International Journal of Urology,1442-2042,hybrid oa
2017,IMB,2,74,Insect Molecular Biology,1365-2583,hybrid oa
2017,IMCB,11,110,Immunology & Cell Biology,1440-1711,hybrid oa
2017,IMHJ,3,70,Infant Mental Health Journal,1097-0355,hybrid oa
2017,IMIG,2,126,International Migration,1468-2435,hybrid oa
2017,IMM,19,169,Immunology,1365-2567,hybrid oa
2017,IMR,11,123,Immunological Reviews,1600-065X,hybrid oa
2017,INA,6,83,Indoor Air,1600-0668,hybrid oa
2017,INM,3,130,International Journal of Mental Health Nursing,1447-0349,hybrid oa
2017,INR,4,75,International Nursing Review,1466-7657,hybrid oa
2017,INS,8,141,Insect Science,1744-7917,hybrid oa
2017,INSR,2,35,International Statistical Review,1751-5823,hybrid oa
2017,INZ2,4,58,Integrative Zoology,1749-4877,hybrid oa
2017,IPD,4,69,International Journal of Paediatric Dentistry,1365-263X,hybrid oa
2017,IRFI,1,59,International Review of Finance,1468-2443,hybrid oa
2017,IROM,1,46,International Review of Mission,1758-6631,hybrid oa
2017,ITOR,2,129,International Transactions in Operational Research,1475-3995,hybrid oa
2017,IUB,3,114,IUBMB Life,1521-6551,hybrid oa
2017,IVB,1,41,Invertebrate Biology,1744-7410,hybrid oa
2017,IWJ,10,162,International Wound Journal,1742-481X,hybrid oa
2017,JABR,1,50,Journal of Applied Biobehavioral Research,1751-9861,hybrid oa
2017,JAC,3,57,Journal of Agronomy and Crop Science,1439-037X,hybrid oa
2017,JACE,11,742,Journal of the American Ceramic Society,1551-2916,hybrid oa
2017,JAE,2,44,Journal of Applied Econometrics,1099-1255,hybrid oa
2017,JAGE,5,54,Journal of Agricultural Economics,1477-9552,hybrid oa
2017,JAI,4,332,Journal of Applied Ichthyology,1439-0426,hybrid oa
2017,JAM,16,293,Journal of Applied Microbiology,1365-2672,hybrid oa
2017,JAN,7,287,Journal of Advanced Nursing,1365-2648,hybrid oa
2017,JANE,24,174,Journal of Animal Ecology,1365-2656,hybrid oa
2017,JAPP,1,34,Journal of Applied Philosophy,1468-5930,hybrid oa
2017,JAR,6,107,Journal of Applied Research in Intellectual Disabilities,1468-3148,hybrid oa
2017,JAT,4,150,Journal of Applied Toxicology,1099-1263,hybrid oa
2017,JAV,7,151,Journal of Avian Biology,1600-048X,hybrid oa
2017,JAWR,6,123,Journal of the American Water Resources Association,1752-1688,hybrid oa
2017,JBFA,1,58,Journal of Business Finance & Accounting,1468-5957,hybrid oa
2017,JBG,2,51,Journal of Animal Breeding and Genetics,1439-0388,hybrid oa
